number,n,p,corr,method,beta,s1,s21,s22,s23,s24,s25,s3,s1_selected,s2_selected,s3_selected,no_selected,vselec_method,s1_prop,s2_prop,s3_prop
104,100,300,0.5,3,close,5,2,2,2,2,2,10,4,6,8,81,AIC,0.8,0.6,0.8
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
104,100,300,0.5,3,close,5,2,2,2,2,2,10,3,8,9,79,AIC,0.6,0.8,0.9
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,3,9,82,AIC,1,0.3,0.9
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,3,6,85,AIC,1,0.3,0.6
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,8,8,78,AIC,1,0.8,0.8
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,8,10,76,AIC,1,0.8,1
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,6,8,80,AIC,1,0.6,0.8
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,10,9,75,AIC,1,1,0.9
104,100,300,0.5,3,close,5,2,2,2,2,2,10,4,4,5,86,AIC,0.8,0.4,0.5
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,6,8,80,AIC,1,0.6,0.8
104,100,300,0.5,3,close,5,2,2,2,2,2,10,4,4,8,83,AIC,0.8,0.4,0.8
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,4,9,81,AIC,1,0.4,0.9
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,4,8,82,AIC,1,0.4,0.8
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,4,9,81,AIC,1,0.4,0.9
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
104,100,300,0.5,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,9,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,12,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,7,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,8,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,3,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,2,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,9,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,8,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,9,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,10,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,10,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,11,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,4,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,8,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,13,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,10,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,11,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,8,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,8,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,12,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,5,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,3,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,13,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,8,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,11,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,9,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,7,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,11,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,9,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,14,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,8,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,3,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,9,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,4,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,9,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,11,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,7,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,9,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,10,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,11,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,12,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,10,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,5,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,13,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,10,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,4,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,9,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,10,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,7,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,5,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,8,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,10,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,10,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,14,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,13,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,8,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,4,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,5,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,12,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,12,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,8,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,8,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,7,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,9,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,12,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,11,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,9,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,7,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,4,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,2,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,13,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,5,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,3,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,12,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,8,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,11,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,7,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,8,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,10,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,9,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,4,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,12,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,4,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,6,AIC,1,1,1
105,100,50,0.7,3,close,5,2,2,2,2,2,10,5,10,10,2,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,33,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,35,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,33,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,30,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,58,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,62,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,48,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,29,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,62,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,39,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,69,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,36,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,71,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,53,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,50,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,31,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,38,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,62,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,46,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,35,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,29,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,32,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,24,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,62,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,55,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,67,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,70,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,39,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,40,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,21,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,65,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,28,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,40,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,60,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,58,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,42,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,32,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,70,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
106,100,100,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,4,6,8,81,AIC,0.8,0.6,0.8
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,3,5,8,83,AIC,0.6,0.5,0.8
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,4,10,80,AIC,1,0.4,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,9,75,AIC,1,1,0.9
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,4,6,84,AIC,1,0.4,0.6
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,8,8,78,AIC,1,0.8,0.8
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,4,4,8,83,AIC,0.8,0.4,0.8
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,4,9,9,77,AIC,0.8,0.9,0.9
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,4,5,10,80,AIC,0.8,0.5,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,4,7,9,79,AIC,0.8,0.7,0.9
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,5,7,82,AIC,1,0.5,0.7
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,10,10,74,AIC,1,1,1
107,100,200,0.7,3,close,5,2,2,2,2,2,10,5,6,9,79,AIC,1,0.6,0.9
